Sample	Species	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
MRR160064	Klebsiella pneumoniae		NODE_5_length_432298_cov_48.398000	400205	401377	-	oqxA	multidrug efflux RND transporter periplasmic adaptor subunit OqxA	core	AMR	AMR	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	EXACTX	391	391	100.0	100.0	391	WP_002914189.1	multidrug efflux RND transporter periplasmic adaptor subunit OqxA		
MRR160065	Klebsiella pneumoniae		NODE_12_length_125337_cov_47.815598	118257	119069	+	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	271	271	100.0	100.0	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2		
MRR160065	Klebsiella pneumoniae		NODE_12_length_125337_cov_47.815598	119109	119933	+	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	275	275	100.0	100.0	275	WP_109545041.1	aminoglycoside O-phosphotransferase APH(3'')-Ib		
MRR160065	Klebsiella pneumoniae		NODE_12_length_125337_cov_47.815598	119936	120769	+	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	278	278	100.0	100.0	278	WP_000480968.1	aminoglycoside O-phosphotransferase APH(6)-Id		
MRR160065	Klebsiella pneumoniae		NODE_12_length_125337_cov_47.815598	122108	123304	+	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100.0	100.0	399	WP_000804063.1	tetracycline efflux MFS transporter Tet(A)		
MRR160065	Klebsiella pneumoniae		NODE_14_length_102135_cov_41.365314	20307	21488	+	emrD	multidrug efflux MFS transporter EmrD	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	394	394	100.0	99.49	394	ACN65732.1	multidrug efflux MFS transporter EmrD		
MRR160065	Klebsiella pneumoniae		NODE_22_length_50246_cov_67.198807	1343	1771	-	silE	silver-binding protein SilE	plus	STRESS	METAL	SILVER	SILVER	BLASTX	143	143	100.0	91.61	143	AAD11743.1	silver-binding protein SilE		
MRR160065	Klebsiella pneumoniae		NODE_22_length_50246_cov_67.198807	2025	3497	-	silS	copper/silver sensor histidine kinase SilS	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	EXACTX	491	491	100.0	100.0	491	SPD96882.1	copper/silver sensor histidine kinase SilS		
MRR160065	Klebsiella pneumoniae		NODE_22_length_50246_cov_67.198807	3493	4170	-	silR	copper/silver response regulator transcription factor SilR	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	EXACTX	226	226	100.0	100.0	226	SPD96883.1	copper/silver response regulator transcription factor SilR		
MRR160065	Klebsiella pneumoniae		NODE_22_length_50246_cov_67.198807	4360	5742	+	silC	Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	461	461	100.0	99.78	461	SPD96884.1	Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC		
MRR160065	Klebsiella pneumoniae		NODE_22_length_50246_cov_67.198807	5774	6124	+	silF	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	117	117	100.0	99.15	117	KGL71342.1	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF		
MRR160065	Klebsiella pneumoniae		NODE_22_length_50246_cov_67.198807	6241	7530	+	silB	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	430	430	100.0	97.67	430	AAD11748.1	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB		
MRR160065	Klebsiella pneumoniae		NODE_22_length_50246_cov_67.198807	7544	10687	+	silA	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	1048	1048	100.0	98.85	1048	AAD11749.1	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA		
MRR160065	Klebsiella pneumoniae		NODE_22_length_50246_cov_67.198807	11323	13788	+	silP	Ag(+)-translocating P-type ATPase SilP	plus	STRESS	METAL	SILVER	SILVER	BLASTX	822	824	99.64	94.53	823	AAD11750.1	Ag(+)-translocating P-type ATPase SilP		
MRR160065	Klebsiella pneumoniae		NODE_22_length_50246_cov_67.198807	15772	17586	+	pcoA	multicopper oxidase PcoA	plus	STRESS	METAL	COPPER	COPPER	EXACTX	605	605	100.0	100.0	605	CAA58525.1	multicopper oxidase PcoA		
MRR160065	Klebsiella pneumoniae		NODE_22_length_50246_cov_67.198807	17595	18482	+	pcoB	copper-binding protein PcoB	plus	STRESS	METAL	COPPER	COPPER	EXACTX	296	296	100.0	100.0	296	CAA58526.1	copper-binding protein PcoB		
MRR160065	Klebsiella pneumoniae		NODE_22_length_50246_cov_67.198807	18525	18902	+	pcoC	copper resistance system metallochaperone PcoC	plus	STRESS	METAL	COPPER	COPPER	EXACTX	126	126	100.0	100.0	126	CAA58527.1	copper resistance system metallochaperone PcoC		
MRR160065	Klebsiella pneumoniae		NODE_22_length_50246_cov_67.198807	18910	19836	+	pcoD	copper resistance inner membrane protein PcoD	plus	STRESS	METAL	COPPER	COPPER	BLASTX	309	309	100.0	99.68	309	CAA58528.1	copper resistance inner membrane protein PcoD		
MRR160065	Klebsiella pneumoniae		NODE_22_length_50246_cov_67.198807	19894	20571	+	pcoR	copper response regulator transcription factor PcoR	plus	STRESS	METAL	COPPER	COPPER	EXACTX	226	226	100.0	100.0	226	CAA58529.1	copper response regulator transcription factor PcoR		
MRR160065	Klebsiella pneumoniae		NODE_22_length_50246_cov_67.198807	20571	21968	+	pcoS	copper resistance membrane spanning protein PcoS	plus	STRESS	METAL	COPPER	COPPER	BLASTX	466	466	100.0	99.14	466	CAA58530.1	copper resistance membrane spanning protein PcoS		
MRR160065	Klebsiella pneumoniae		NODE_22_length_50246_cov_67.198807	22188	22619	+	pcoE	copper resistance system metallochaperone PcoE	plus	STRESS	METAL	COPPER	COPPER	BLASTX	144	144	100.0	94.44	144	CAA58532.1	copper resistance system metallochaperone PcoE		
MRR160065	Klebsiella pneumoniae		NODE_22_length_50246_cov_67.198807	31098	32384	-	arsB	arsenite efflux transporter membrane subunit ArsB	plus	STRESS	METAL	ARSENIC	ARSENITE	EXACTX	429	429	100.0	100.0	429	BAA24823.1	arsenite efflux transporter membrane subunit ArsB		
MRR160065	Klebsiella pneumoniae		NODE_22_length_50246_cov_67.198807	32435	34183	-	arsA	arsenite efflux transporter ATPase subunit ArsA	plus	STRESS	METAL	ARSENIC	ARSENITE	EXACTX	583	583	100.0	100.0	583	BAA24822.1	arsenite efflux transporter ATPase subunit ArsA		
MRR160065	Klebsiella pneumoniae		NODE_22_length_50246_cov_67.198807	34204	34563	-	arsD	arsenite efflux transporter metallochaperone ArsD	plus	STRESS	METAL	ARSENIC	ARSENITE	BLASTX	120	120	100.0	91.67	120	AAB09625.1	arsenite efflux transporter metallochaperone ArsD		
MRR160065	Klebsiella pneumoniae		NODE_22_length_50246_cov_67.198807	34616	34963	-	arsR	As(III)-sensing metalloregulatory transcriptional repressor ArsR	plus	STRESS	METAL			EXACTX	116	116	100.0	100.0	116	AET17094.1	As(III)-sensing metalloregulatory transcriptional repressor ArsR		
MRR160065	Klebsiella pneumoniae		NODE_22_length_50246_cov_67.198807	47322	47888	-	hsp20	small heat shock protein sHSP20	plus	STRESS	HEAT			EXACTX	189	189	100.0	100.0	189	CDY80020.1	small heat shock protein sHSP20		
MRR160065	Klebsiella pneumoniae		NODE_24_length_40062_cov_71.914837	439	672	-	merE	broad-spectrum mercury transporter MerE	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	78	78	100.0	96.15	78	AAC38236.1	broad-spectrum mercury transporter MerE		
MRR160065	Klebsiella pneumoniae		NODE_24_length_40062_cov_71.914837	672	1034	-	merD	mercury resistance co-regulator MerD	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	121	121	100.0	90.08	121	AAC38221.1	mercury resistance co-regulator MerD		
MRR160065	Klebsiella pneumoniae		NODE_24_length_40062_cov_71.914837	1055	2737	-	merA	mercury(II) reductase	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	561	561	100.0	93.23	561	ACU65296.1	mercury(II) reductase		
MRR160065	Klebsiella pneumoniae		NODE_24_length_40062_cov_71.914837	3523	3867	-	merT	mercuric transport protein MerT	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	115	116	99.14	99.13	115	CAA70196.1	mercuric transport protein MerT		
MRR160065	Klebsiella pneumoniae		NODE_24_length_40062_cov_71.914837	3957	4382	+	merR	mercury resistance transcriptional regulator MerR	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	142	144	98.61	92.96	142	CAA77320.1	mercury resistance transcriptional regulator MerR		
MRR160065	Klebsiella pneumoniae		NODE_2_length_680864_cov_34.173396	293081	295711	+	gyrA_S83Y	Klebsiella quinolone resistant GyrA	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	877	877	100.0	99.54	877	WP_117036963.1	DNA gyrase subunit A GyrA		
MRR160065	Klebsiella pneumoniae		NODE_34_length_14399_cov_70.332259	3485	4342	+	blaTEM-1	class A broad-spectrum beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.0	100.0	286	WP_000027057.1	class A broad-spectrum beta-lactamase TEM-1		
MRR160065	Klebsiella pneumoniae		NODE_34_length_14399_cov_70.332259	4515	5267	+	rmtB1	16S rRNA (guanine(1405)-N(7))-methyltransferase RmtB1	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	ALLELEX	251	251	100.0	100.0	251	WP_012372818.1	16S rRNA (guanine(1405)-N(7))-methyltransferase RmtB1		
MRR160065	Klebsiella pneumoniae		NODE_34_length_14399_cov_70.332259	10290	11462	-	tet(G)	tetracycline efflux MFS transporter Tet(G)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	391	391	100.0	100.0	391	WP_001257840.1	tetracycline efflux MFS transporter Tet(G)		
MRR160065	Klebsiella pneumoniae		NODE_34_length_14399_cov_70.332259	12402	13613	-	floR2	chloramphenicol/florfenicol efflux MFS transporter FloR2	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	EXACTX	404	404	100.0	100.0	404	WP_000214125.1	chloramphenicol/florfenicol efflux MFS transporter FloR2		
MRR160065	Klebsiella pneumoniae		NODE_44_length_6437_cov_73.113154	158	955	-	blaOXA-10	oxacillin-hydrolyzing class D beta-lactamase OXA-10	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	266	266	100.0	100.0	266	WP_000846390.1	oxacillin-hydrolyzing class D beta-lactamase OXA-10		
MRR160065	Klebsiella pneumoniae		NODE_44_length_6437_cov_73.113154	1223	2479	-	cmlA5	chloramphenicol efflux MFS transporter CmlA5	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	419	419	100.0	100.0	419	WP_012300772.1	chloramphenicol efflux MFS transporter CmlA5		
MRR160065	Klebsiella pneumoniae		NODE_44_length_6437_cov_73.113154	2803	3252	-	arr-2	NAD(+)--rifampin ADP-ribosyltransferase Arr-2	core	AMR	AMR	RIFAMYCIN	RIFAMYCIN	ALLELEX	150	150	100.0	100.0	150	WP_000237816.1	NAD(+)--rifampin ADP-ribosyltransferase Arr-2		
MRR160065	Klebsiella pneumoniae		NODE_44_length_6437_cov_73.113154	3340	3870	-	ant(2'')-Ia	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	EXACTX	177	177	100.0	100.0	177	WP_000381802.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia		
MRR160065	Klebsiella pneumoniae		NODE_44_length_6437_cov_73.113154	4018	4914	-	blaVEB-1	class A extended-spectrum beta-lactamase VEB-1	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	299	299	100.0	100.0	299	WP_000706731.1	class A extended-spectrum beta-lactamase VEB-1		
MRR160065	Klebsiella pneumoniae		NODE_4_length_376546_cov_38.385693	22876	23292	+	fosA	FosA family fosfomycin resistance glutathione transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	BLASTX	139	139	100.0	99.28	139	WP_004146118.1	FosA family fosfomycin resistance glutathione transferase		
MRR160065	Klebsiella pneumoniae		NODE_53_length_2467_cov_72.779060	192	743	+	aac(6')-Ib3	aminoglycoside N-acetyltransferase AAC(6')-Ib3	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	ALLELEX	184	184	100.0	100.0	184	WP_032488579.1	aminoglycoside N-acetyltransferase AAC(6')-Ib3		
MRR160065	Klebsiella pneumoniae		NODE_53_length_2467_cov_72.779060	822	1283	+	aac(3)-Ia	aminoglycoside N-acetyltransferase AAC(3)-Ia	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTX	154	154	100.0	100.0	154	WP_002089484.1	aminoglycoside N-acetyltransferase AAC(3)-Ia		
MRR160065	Klebsiella pneumoniae		NODE_54_length_2353_cov_88.818059	179	976	+	blaVIM-1	subclass B1 metallo-beta-lactamase VIM-1	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	266	266	100.0	100.0	266	WP_013263789.1	subclass B1 metallo-beta-lactamase VIM-1		
MRR160065	Klebsiella pneumoniae		NODE_54_length_2353_cov_88.818059	1073	1528	+	aac(6')-Il	aminoglycoside N-acetyltransferase AAC(6')-Il	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	EXACTX	152	152	100.0	100.0	152	WP_013263788.1	aminoglycoside N-acetyltransferase AAC(6')-Il		
MRR160065	Klebsiella pneumoniae		NODE_54_length_2353_cov_88.818059	1674	2144	+	dfrA1	trimethoprim-resistant dihydrofolate reductase DfrA1	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	157	157	100.0	100.0	157	WP_000777555.1	trimethoprim-resistant dihydrofolate reductase DfrA1		
MRR160065	Klebsiella pneumoniae		NODE_64_length_1228_cov_46.038147	224	1036	-	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	KANAMYCIN	EXACTX	271	271	100.0	100.0	271	WP_000018326.1	aminoglycoside O-phosphotransferase APH(3')-Ia		
MRR160065	Klebsiella pneumoniae		NODE_67_length_1075_cov_150.189873	206	550	+	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1		
MRR160066	Klebsiella pneumoniae		NODE_1_length_804290_cov_40.317500	768595	769071	+	oqxR_Q11L	Klebsiella tigecycline resistant OqxR	core	AMR	POINT	TETRACYCLINE	TIGECYCLINE	POINTX	159	159	100.0	98.74	159	WP_000888203.1	Rrf2 family transcriptional regulator OqxR		
MRR160066	Klebsiella pneumoniae		NODE_1_length_804290_cov_40.317500	769147	772296	-	oqxB	multidrug efflux RND transporter permease subunit OqxB	core	AMR	AMR	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	EXACTX	1050	1050	100.0	100.0	1050	WP_000347934.1	multidrug efflux RND transporter permease subunit OqxB		
MRR160066	Klebsiella pneumoniae		NODE_1_length_804290_cov_40.317500	772323	773495	-	oqxA	multidrug efflux RND transporter periplasmic adaptor subunit OqxA	core	AMR	AMR	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	EXACTX	391	391	100.0	100.0	391	WP_002914189.1	multidrug efflux RND transporter periplasmic adaptor subunit OqxA		
MRR160066	Klebsiella pneumoniae		NODE_24_length_59959_cov_52.691988	11056	11484	-	silE	silver-binding protein SilE	plus	STRESS	METAL	SILVER	SILVER	BLASTX	143	143	100.0	91.61	143	AAD11743.1	silver-binding protein SilE		
MRR160066	Klebsiella pneumoniae		NODE_24_length_59959_cov_52.691988	11738	13210	-	silS	copper/silver sensor histidine kinase SilS	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	EXACTX	491	491	100.0	100.0	491	SPD96882.1	copper/silver sensor histidine kinase SilS		
MRR160066	Klebsiella pneumoniae		NODE_24_length_59959_cov_52.691988	13206	13883	-	silR	copper/silver response regulator transcription factor SilR	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	EXACTX	226	226	100.0	100.0	226	SPD96883.1	copper/silver response regulator transcription factor SilR		
MRR160066	Klebsiella pneumoniae		NODE_24_length_59959_cov_52.691988	14073	15455	+	silC	Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	EXACTX	461	461	100.0	100.0	461	SPD96884.1	Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC		
MRR160066	Klebsiella pneumoniae		NODE_24_length_59959_cov_52.691988	15487	15837	+	silF	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	117	117	100.0	99.15	117	KGL71342.1	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF		
MRR160066	Klebsiella pneumoniae		NODE_24_length_59959_cov_52.691988	15954	17243	+	silB	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	430	430	100.0	97.67	430	AAD11748.1	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB		
MRR160066	Klebsiella pneumoniae		NODE_24_length_59959_cov_52.691988	17257	20400	+	silA	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	1048	1048	100.0	98.85	1048	AAD11749.1	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA		
MRR160066	Klebsiella pneumoniae		NODE_24_length_59959_cov_52.691988	21036	23501	+	silP	Ag(+)-translocating P-type ATPase SilP	plus	STRESS	METAL	SILVER	SILVER	BLASTX	822	824	99.64	94.53	823	AAD11750.1	Ag(+)-translocating P-type ATPase SilP		
MRR160066	Klebsiella pneumoniae		NODE_24_length_59959_cov_52.691988	25485	27299	+	pcoA	multicopper oxidase PcoA	plus	STRESS	METAL	COPPER	COPPER	BLASTX	605	605	100.0	99.83	605	CAA58525.1	multicopper oxidase PcoA		
MRR160066	Klebsiella pneumoniae		NODE_24_length_59959_cov_52.691988	27308	28195	+	pcoB	copper-binding protein PcoB	plus	STRESS	METAL	COPPER	COPPER	EXACTX	296	296	100.0	100.0	296	CAA58526.1	copper-binding protein PcoB		
MRR160066	Klebsiella pneumoniae		NODE_24_length_59959_cov_52.691988	28238	28615	+	pcoC	copper resistance system metallochaperone PcoC	plus	STRESS	METAL	COPPER	COPPER	EXACTX	126	126	100.0	100.0	126	CAA58527.1	copper resistance system metallochaperone PcoC		
MRR160066	Klebsiella pneumoniae		NODE_24_length_59959_cov_52.691988	28623	29549	+	pcoD	copper resistance inner membrane protein PcoD	plus	STRESS	METAL	COPPER	COPPER	BLASTX	309	309	100.0	99.68	309	CAA58528.1	copper resistance inner membrane protein PcoD		
MRR160066	Klebsiella pneumoniae		NODE_24_length_59959_cov_52.691988	29607	30284	+	pcoR	copper response regulator transcription factor PcoR	plus	STRESS	METAL	COPPER	COPPER	EXACTX	226	226	100.0	100.0	226	CAA58529.1	copper response regulator transcription factor PcoR		
MRR160066	Klebsiella pneumoniae		NODE_24_length_59959_cov_52.691988	30284	31681	+	pcoS	copper resistance membrane spanning protein PcoS	plus	STRESS	METAL	COPPER	COPPER	BLASTX	466	466	100.0	99.14	466	CAA58530.1	copper resistance membrane spanning protein PcoS		
MRR160066	Klebsiella pneumoniae		NODE_24_length_59959_cov_52.691988	31901	32332	+	pcoE	copper resistance system metallochaperone PcoE	plus	STRESS	METAL	COPPER	COPPER	BLASTX	144	144	100.0	94.44	144	CAA58532.1	copper resistance system metallochaperone PcoE		
MRR160066	Klebsiella pneumoniae		NODE_24_length_59959_cov_52.691988	40812	42098	-	arsB	arsenite efflux transporter membrane subunit ArsB	plus	STRESS	METAL	ARSENIC	ARSENITE	EXACTX	429	429	100.0	100.0	429	BAA24823.1	arsenite efflux transporter membrane subunit ArsB		
MRR160066	Klebsiella pneumoniae		NODE_24_length_59959_cov_52.691988	42149	43897	-	arsA	arsenite efflux transporter ATPase subunit ArsA	plus	STRESS	METAL	ARSENIC	ARSENITE	EXACTX	583	583	100.0	100.0	583	BAA24822.1	arsenite efflux transporter ATPase subunit ArsA		
MRR160066	Klebsiella pneumoniae		NODE_24_length_59959_cov_52.691988	43918	44277	-	arsD	arsenite efflux transporter metallochaperone ArsD	plus	STRESS	METAL	ARSENIC	ARSENITE	BLASTX	120	120	100.0	91.67	120	AAB09625.1	arsenite efflux transporter metallochaperone ArsD		
MRR160066	Klebsiella pneumoniae		NODE_24_length_59959_cov_52.691988	44330	44677	-	arsR	As(III)-sensing metalloregulatory transcriptional repressor ArsR	plus	STRESS	METAL			EXACTX	116	116	100.0	100.0	116	AET17094.1	As(III)-sensing metalloregulatory transcriptional repressor ArsR		
MRR160066	Klebsiella pneumoniae		NODE_24_length_59959_cov_52.691988	57036	57602	-	hsp20	small heat shock protein sHSP20	plus	STRESS	HEAT			EXACTX	189	189	100.0	100.0	189	CDY80020.1	small heat shock protein sHSP20		
MRR160066	Klebsiella pneumoniae		NODE_25_length_51072_cov_55.086014	197	1099	+	mph(A)	Mph(A) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	301	301	100.0	100.0	301	WP_000219391.1	Mph(A) family macrolide 2'-phosphotransferase		
MRR160066	Klebsiella pneumoniae		NODE_25_length_51072_cov_55.086014	6416	7252	-	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1		
MRR160066	Klebsiella pneumoniae		NODE_25_length_51072_cov_55.086014	7249	7593	-	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1		
MRR160066	Klebsiella pneumoniae		NODE_25_length_51072_cov_55.086014	7760	8548	-	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	263	263	100.0	100.0	263	WP_001206356.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2		
MRR160066	Klebsiella pneumoniae		NODE_25_length_51072_cov_55.086014	8959	9453	-	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	165	165	100.0	100.0	165	WP_001083725.1	trimethoprim-resistant dihydrofolate reductase DfrA12		
MRR160066	Klebsiella pneumoniae		NODE_25_length_51072_cov_55.086014	15467	16123	-	catA1	type A-1 chloramphenicol O-acetyltransferase	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	219	219	100.0	100.0	219	WP_000412211.1	type A-1 chloramphenicol O-acetyltransferase		
MRR160066	Klebsiella pneumoniae		NODE_34_length_20625_cov_54.051078	10836	11714	+	blaKPC-2	carbapenem-hydrolyzing class A beta-lactamase KPC-2	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	293	293	100.0	100.0	293	WP_004199234.1	carbapenem-hydrolyzing class A beta-lactamase KPC-2		
